1-gram,count
natural,103
crackdown,103
users,103
paid,103
average,103
practices,102
violated,102
determine,102
intercepted,102
snipers,102
intervention,102
macron,102
specifically,102
maybe,102
briefing,102
seeks,102
idf,102
shekels,102
counterpart,102
breach,102
rashida,102
hill,102
bread,102
prosecutor,102
manner,102
commanders,102
unlawful,102
blue,102
collapsed,102
unfortunately,102
separation,102
consistent,102
belgium,102
isaac,102
match,101
spending,101
desperately,101
existing,101
requested,101
deemed,101
prospect,101
chest,101
liberal,101
pursue,101
exist,101
relative,101
class,101
establishing,101
usual,101
divided,101
refuse,101
adopted,101
inquiry,101
coast,101
bases,101
overall,101
conversation,100
alternative,100
apply,100
attend,100
moves,100
observers,100
discussion,100
continuation,100
von,100
anniversary,100
display,100
joining,100
eat,100
japan,100
quiet,99
naval,99
navy,99
credits,99
findings,99
2011,99
movements,99
season,99
leverage,99
illegally,99
indigenous,99
42,99
sullivan,99
blatant,99
broadcaster,99
ruins,99
celtic,99
tulkarem,99
losses,99
spreading,99
granted,99
anonymous,99
forms,99
netherlands,99
teenager,99
married,99
bid,99
addressing,98
internally,98
hitting,98
obligation,98
urban,98
vulnerable,98
cpj,98
stress,98
hurt,98
islamophobia,98
plight,98
closure,98
options,98
bloody,98
reference,98
outlet,98
actively,98
text,98
reject,97
protesting,97
dark,97
120,97
slammed,97
withdraw,97
resumed,97
lasted,97
corridor,97
revenge,97
musk,97
crying,97
grief,97
crowds,97
highlighted,97
presidency,97
fifth,96
maintained,96
add,96
music,96
credible,96
race,96
designer,96
desert,96
truck,96
fought,96
silwan,96
academic,96
siblings,96
asia,96
outbreak,96
scheduled,96
receives,96
value,96
jericho,96
rounds,96
tweeted,95
benny,95
foreigners,95
map,95
artists,95
poor,95
offering,95
pictures,95
undermine,95
likud,95
alarm,95
annexed,95
narrow,95
separately,95
constitute,95
bays,95
begun,95
facts,95
mayor,95
benefit,95
threaten,95
traffic,95
assaulted,95
grow,95
declined,95
cnn,94
environment,94
rapporteur,94
diseases,94
saadi,94
sentence,94
pentagon,94
transfers,94
holiday,94
sharif,94
distance,94
explosives,94
enable,94
stuck,94
forum,94
strongest,94
aunt,94
judges,94
screaming,94
vice,94
keeping,94
2009,94
positive,94
shrapnel,94
badly,94
hatred,94
ballistic,94
professional,94
haniyeh,94
binding,94
marched,94
sort,94
twice,94
bear,93
censorship,93
spoken,93
involving,93
slow,93
prices,93
intensity,93
brink,93
reduce,93
karem,93
presidents,93
book,93
alexandra,93
cameron,93
militias,92
operational,92
intention,92
exercise,92
harvard,92
survivors,92
faith,92
ayman,92
principles,92
accompanied,92
falling,92
mandate,92
difference,92
cycle,92
checked,92
striking,92
revealed,92
medicines,92
37,92
seemed,92
participate,92
experiencing,92
core,92
temporarily,92
bedouin,92
heights,92
brigade,92
defending,92
translation,92
considers,91
theatre,91
confirm,91
bab,91
writer,91
exchanges,91
wck,91
submitted,91
eliminate,91
threw,91
ney,91
tweet,91
axis,91
industry,91
telegram,91
kitchen,91
ignored,91
items,91
assets,91
follows,91
130,91
ice,90
networks,90
arrive,90
extensive,90
donors,90
pregnant,90
launches,90
frustration,90
ap,90
imposing,90
ngos,90
wouldn,90
mothers,90
historically,90
samer,90
framework,90
locke,90
cohen,90
flour,90
alvarez,89
leads,89
televised,89
injury,89
definition,89
institution,89
abstained,89
youtube,89
assistant,89
transport,89
consistently,89
email,89
farmers,89
smaller,89
prepare,89
identify,89
mosques,89
bit,89
decide,89
supporter,89
odeh,89
polls,89
icrc,88
sale,88
candidate,88
naqab,88
jurisdiction,88
subsequent,88
unicef,88
leg,88
devastation,88
generators,88
export,88
gather,88
afghanistan,88
56,88
shocking,88
prompting,88
elmileik,88
spanish,88
operated,88
mixed,88
waters,88
heinous,88
isolated,88
michael,88
listen,88
limits,88
justified,88
murdered,88
governor,88
echoed,88
heightened,88
actors,88
representing,88
enforcement,88
vision,87
outcome,87
behalf,87
kills,87
barrage,87
limit,87
resolve,87
bbc,87
amman,87
perpetrators,87
der,87
roldan,87
tax,87
yousef,87
generally,87
explain,87
atmosphere,87
journalism,87
militarily,87
plant,87
gad,87
fundamental,87
participation,87
advocate,87
riyadh,87
looming,87
guns,87
sad,87
obligations,87
draw,86
fatally,86
worldwide,86
hazem,86
emotional,86
confront,86
lie,86
tense,86
era,86
knowledge,86
violating,86
hide,86
poverty,86
museum,86
picture,86
consensus,86
sustainable,86
functioning,86
challenging,86
learn,86
norway,86
serves,86
58,86
extension,86
marwan,86
learned,86
ajepodcasts,86
devices,85
aden,85
corps,85
kahlout,85
adds,85
newly,85
stronger,85
doors,85
conventions,85
sentiment,85
reading,85
formerly,85
heritage,85
chanted,85
slaughter,85
jail,85
msf,85
frequent,85
fragile,85
municipality,85
republic,85
type,85
original,84
contrast,84
hardline,84
corridors,84
smoke,84
sharing,84
hostile,84
nevertheless,84
promise,84
desire,84
admitted,84
brutality,84
sleeping,84
suddenly,84
products,84
prove,84
successful,84
verified,84
extremist,84
denies,84
condolences,84
hammouri,84
engaging,83
budget,83
piece,83
worship,83
notice,83
wfp,83
ignore,83
estimates,83
safely,83
refusing,83
coated,83
bulldozers,83
scared,83
achieved,83
1993,83
feed,83
46,83
spend,83
machine,83
900,83
fattah,83
slain,83
window,83
bound,83
deals,83
investigating,83
advantage,83
ceo,83
encourage,83
rock,83
trigger,83
routes,83
demonstrated,83
properties,83
65,83
root,83
leyen,82
unarmed,82
saving,82
49,82
harsh,82
pick,82
ensuring,82
sell,82
tour,82
achieving,82
meaningful,82
familiar,82
democrat,82
interior,82
warn,82
52,82
levelled,82
prince,82
amal,82
sky,82
chaos,82
emphasised,82
dealing,82
sanitation,82
writing,81
terrible,81
merely,81
treaty,81
detailed,81
drinking,81
latter,81
attending,81
painful,81
phones,81
hamad,81
confiscated,81
praying,81
chanting,81
crossed,81
provision,80
sufficient,80
accepted,80
rebuilding,80
beautiful,80
signal,80
production,80
malika,80
cell,80
otherwise,80
transparent,80
travelled,80
kilometres,80
countless,80
deteriorating,80
rooms,80
marks,80
columbia,80
accordance,80
kerem,80
hasn,80
hypocrisy,80
artist,80
scenario,80
arrival,80
shields,80
stone,80
obvious,80
tiktok,80
cream,80
note,79
legs,79
torn,79
complaint,79
criticising,79
proof,79
hailed,79
injuring,79
delayed,79
repression,79
totally,79
motion,79
witnessing,79
tedros,79
italy,79
investigated,79
gain,79
racial,79
effects,79
stops,79
proven,79
flattened,79
worker,79
algeria,79
implemented,79
older,79
denying,78
mediated,78
premature,78
symbolic,78
ashraf,78
bed,78
harris,78
viewed,78
charity,78
makeshift,78
sniper,78
entity,78
coordinated,78
chose,78
sole,78
credibility,78
dialogue,78
standard,78
refer,78
responding,78
funded,78
slogans,77
shalom,77
encouraged,77
career,77
thank,77
attackers,77
degree,77
meals,77
walid,77
metal,77
bar,77
guided,77
azzoum,77
agricultural,77
hell,77
sudan,77
belongings,77
closest,77
dutch,77
addressed,77
van,77
suggest,77
mourn,77
puts,77
activism,77
version,77
explains,77
split,77
proud,76
anywhere,76
burning,76
aside,76
shouting,76
41,76
philippe,76
bleeding,76
summer,76
blind,76
weak,76
justification,76
defended,76
churches,76
owner,76
outskirts,76
packed,76
warns,76
strait,76
mcdonald,76
expel,76
prospects,76
harder,76
broker,76
disrupted,76
acute,76
guards,76
ease,76
yatta,76
deeper,76
vicinity,75
link,75
olives,75
fatalities,75
shipments,75
eviction,75
capable,75
refusal,75
relatively,75
opposite,75
storey,75
retaliatory,75
residency,75
choose,75
roughly,75
qudra,75
describes,75
bus,75
parliamentary,75
tools,75
victim,75
shops,75
obtain,75
ill,75
yahya,75
busy,75
beach,75
isis,75
applied,75
covid,75
displace,75
promote,75
trudeau,75
developed,75
terrified,74
watched,74
track,74
sight,74
withdrew,74
wiped,74
participated,74
distribution,74
proper,74
mossad,74
changing,74
aged,74
sixth,74
2012,74
resumption,74
windows,74
shells,74
bigger,74
61,74
treating,74
pattern,74
beita,74
selling,74
hearts,74
homeless,74
guarantee,74
gunman,74
produce,73
feelings,73
bias,73
landed,73
threatens,73
desantis,73
anonymity,73
overcrowded,73
bishara,73
isil,73
zionists,73
broad,73
peoples,73
possibly,73
contrary,73
improve,73
bet,73
carrier,73
teacher,73
jamal,73
canal,73
critically,73
slowly,73
arriving,73
tiny,73
mourning,73
questioning,73
injustice,73
thrown,72
stressing,72
140,72
necessities,72
strengthen,72
lula,72
approached,72
awareness,72
pressed,72
ghebreyesus,72
masafer,72
sat,72
shtayyeh,72
mohamed,72
pull,72
sanaa,72
camera,72
assassinated,72
division,72
confidence,72
asaad,72
ultranationalist,72
constantly,72
crowded,72
charter,72
spaces,72
explicitly,72
elements,72
documents,72
volunteers,72
ordering,72
deepening,72
originally,72
player,72
levy,72
mediator,72
suez,72
scope,71
games,71
complicated,71
indicated,71
pandemic,71
section,71
feared,71
soil,71
grandfather,71
criticise,71
tamimi,71
shame,71
latin,71
arafat,71
truly,71
absence,71
channels,71
equality,71
38,71
governed,71
subsequently,71
firmly,71
speaker,71
obama,71
pflp,71
villagers,71
suggesting,71
california,71
cyprus,71
brings,70
cameras,70
daqqa,70
lloyd,70
invaded,70
anxiety,70
foundation,70
47,70
profile,70
endured,70
park,70
territorial,70
fair,70
procedures,70
chris,70
punish,70
debris,70
qassem,70
tied,70
vocal,70
surprised,70
arguments,70
equally,70
precision,70
banners,70
legacy,70
perceived,70
exit,70
ned,70
tourism,70
norwegian,70
crises,70
panic,70
principle,70
religion,70
thani,70
neighbour,70
corruption,70
struggled,70
explaining,70
0,70
adhanom,69
في,69
hungry,69
blow,69
florida,69
warships,69
dispute,69
43,69
occasions,69
shattered,69
convicted,69
disregard,69
satellite,69
provocative,69
organising,69
57,69
concerning,69
seemingly,69
searching,69
relevant,69
arguing,69
surgery,69
income,69
burns,69
demolish,69
minor,69
martin,69
marking,69
aggressive,69
amendment,69
whenever,69
survey,69
ancient,69
roof,69
becomes,69
umm,69
interrogated,68
facto,68
sharp,68
moreover,68
sirens,68
essentially,68
exhausted,68
billions,68
braverman,68
objective,68
stationed,68
cortez,68
mandeb,68
threads,68
sentenced,68
awawdeh,68
argue,68
delivering,68
kamal,68
paying,68
philippines,68
pledge,68
dust,68
loud,68
experiences,68
easily,68
legitimacy,68
appropriate,68
application,68
85,68
chair,68
planes,68
opposes,68
purposes,68
publication,68
conclusion,68
erdan,67
bilateral,67
patient,67
registered,67
storming,67
refrain,67
thirds,67
ocasio,67
constitutes,67
eyad,67
crown,67
speaks,67
carries,67
boost,67
carnage,67
alaa,67
abed,67
row,67
checking,67
wound,67
driver,67
overwhelmingly,67
inhabitants,67
repercussions,67
appeals,67
touch,67
arresting,67
oldest,67
housed,67
star,67
scores,67
unnamed,67
minimum,67
demonstrate,67
hosted,67
implement,67
eli,67
inhumane,67
oppressed,67
cry,66
dispossession,66
shia,66
acknowledge,66
visitors,66
maximum,66
tomorrow,66
billion,66
grandmother,66
safadi,66
promoting,66
woke,66
upcoming,66
passover,66
advancing,66
blocks,66
intentional,66
rejection,66
obstacle,66
greenfield,66
frequently,66
miss,66
dreams,66
horrors,66
tareq,66
yasser,66
stabbed,66
easier,66
fallen,66
learning,65
shati,65
steadfast,65
struggles,65
mr,65
shootings,65
reflects,65
lawsuit,65
44,65
greek,65
unrest,65
implications,65
kibbutz,65
oxfam,65
imperative,65
tool,65
rely,65
scrutiny,65
accuse,65
hamdan,65
starmer,65
releasing,65
donor,65
forcible,65
rose,65
pieces,65
meta,65
phosphorus,65
basically,65
enduring,65
promising,65
longest,65
populations,65
celebrated,65
jesus,65
tunisia,65
systematically,65
wennesland,65
insisting,65
narratives,65
260,64
realised,64
defined,64
lay,64
st,64
appointed,64
stating,64
pose,64
ceremony,64
restrict,64
respected,64
shin,64
enjoy,64
please,64
sewage,64
fail,64
acceptable,64
martyr,64
aren,64
balance,64
provocation,64
package,64
buttu,64
coffin,64
panel,64
gazans,64
founding,64
tough,64
greece,64
surrender,64
lobby,64
sayed,64
obviously,64
53,64
sits,64
spirit,64
seats,64
opposing,64
helicopter,64
resignation,64
abdallah,64
dubbed,64
rejects,64
fifa,63
blindfolded,63
ankara,63
immense,63
barrier,63
routine,63
indicate,63
normalise,63
membership,63
incubators,63
chants,63
abandoned,63
negotiated,63
lee,63
solitary,63
vowed,63
youmna,63
abc,63
volunteer,63
rival,63
drink,63
paul,63
closing,63
legally,63
boycotts,63
rapidly,63
rallied,63
nazi,63
prohibited,63
participants,63
hearings,63
progressives,63
unilever,63
tally,63
shifting,63
malaysia,63
denouncing,63
kidnapped,63
differences,63
inflicted,63
madrid,63
pretext,63
recognising,62
wherever,62
unilateral,62
sensitive,62
allied,62
broadcast,62
formation,62
implementation,62
hosting,62
lydd,62
persecution,62
empire,62
rarely,62
protester,62
literally,62
repeat,62
protested,62
martyred,62
pursuing,62
represented,62
marches,62
divestment,62
visible,62
primarily,62
awad,62
flight,62
discussing,62
leaves,62
aspects,62
weekly,62
nightmare,62
convoys,62
insecurity,62
benefits,62
beatings,62
malnutrition,62
reaffirmed,62
expulsions,62
swift,62
winning,62
dedicated,62
somehow,62
bombarding,62
rejecting,61
excessive,61
followers,61
careful,61
signalled,61
count,61
normally,61
rain,61
obstacles,61
file,61
nato,61
highlighting,61
belief,61
controversy,61
suspicion,61
sacred,61
legislative,61
sanchez,61
partnership,61
clinic,61
khader,61
resort,61
josep,61
ideology,61
update,61
argument,61
osama,61
1949,61
valley,61
enemies,61
surface,61
objectives,61
fields,61
hamza,61
unga,61
deserve,60
hanoon,60
tries,60
praised,60
posed,60
disinformation,60
sympathy,60
tree,60
synagogue,60
carefully,60
deprived,60
fewer,60
regret,60
rage,60
regard,60
indication,60
signing,60
nida,60
permission,60
violate,60
reservists,60
similarly,60
judiciary,60
euro,60
1990s,60
underscored,60
unequivocally,60
governance,60
peninsula,60
spokeswoman,60
punitive,60
overwhelmed,60
bureij,60
tone,60
listening,60
demographic,60
reopen,60
bipartisan,60
appealed,60
keeps,60
salman,60
emerging,60
courtyard,60
ramaphosa,60
thailand,59
participating,59
falls,59
write,59
invited,59
donations,59
flagged,59
opportunities,59
helps,59
hits,59
tight,59
1994,59
missions,59
separated,59
grandchildren,59
proceedings,59
surviving,59
restored,59
99,59
pressing,59
counterparts,59
negotiating,59
northwest,59
jalaa,59
shield,59
wedding,59
corner,59
gates,59
conversations,59
belong,59
manage,59
abandon,59
hashem,59
jaffa,59
gilad,59
chances,59
shameful,59
plastic,59
connected,59
2003,59
vladimir,59
ethnically,59
riyad,59
exchanged,59
interrogation,59
dependent,59
physically,59
flashpoint,59
tal,59
declaring,59
fine,59
